X,Y,Date,Year,Incident Name,perimeterd,Acres Burned,stateCode,State,Category,,AL,Alabama
-112.9341368,44.4024152,12/10/2011,2011,Willow Canyon,03/10/2011,369.3668792,ID,Idaho,Least Severe,,,
-121.059919,48.27171523,20/08/2018,2018,Sulphur Creek,19/08/2018,14.49357411,WA,Washington,Least Severe,,,
-110.7359286,31.40418349,19/10/2011,2011,Duke,25/03/2011,7654.498112,AZ,Arizona,Less Severe,,,
-115.7815574,39.64885377,09/08/2018,2018,Robinson,02/08/2018,62.76692771,NV,Nevada,Least Severe,,,
-77.50858645,34.57426548,07/12/2011,2011,SR 8,28/03/2011,9545.97971,NC,North Carolina,Less Severe,,,
-110.4459038,31.44400854,12/09/2013,2013,Merritt,02/06/2013,18.87859256,AZ,Arizona,Least Severe,,,
-119.9137901,47.47317681,13/07/2015,2015,Douglas County Complex,12/07/2015,22895.15323,WA,Washington,Severe,,,
-112.1687605,39.59785658,29/08/2008,2006,Soma,31/12/2006,22.7352395,UT,Utah,Least Severe,,,
-116.5397562,44.26408785,05/08/2011,2011,Soul,31/07/2011,829.7664326,ID,Idaho,Least Severe,,,
-119.3362511,34.30038483,30/12/2015,2015,Solimar,29/12/2015,1287.388123,CA,California,Least Severe,,,
-72.9332622,42.85494086,29/09/2015,2015,French Knob,22/09/2015,2.93065018,VT,Vermont,Least Severe,,,
-114.6194777,42.65145446,10/09/2010,2010,Clear Lake,30/06/2010,8.38810087,ID,Idaho,Least Severe,,,
-116.7589445,40.6530794,09/08/2018,2018,Frontage,30/07/2018,1.97619689,NV,Nevada,Least Severe,,,
-114.9957363,44.89530495,20/08/2018,2018,Fuse,17/08/2018,2.90922309,ID,Idaho,Least Severe,,,
-106.3621951,43.47874711,08/12/2011,2011,Frenchie Basin,16/08/2011,233.6070601,WY,Wyoming,Least Severe,,,
-118.4241911,48.84231521,23/09/2015,2015,Stickpin,22/09/2015,53753.8629,WA,Washington,Severe,,,
-107.234343,44.95312996,08/02/2018,2017,MILE MARKER,10/07/2017,0.42433956,WY,Wyoming,Least Severe,,,
-120.2396349,48.39716007,22/09/2015,2015,Twisp River,22/09/2015,11220.42527,WA,Washington,Moderate,,,
-112.3387449,36.48160087,23/09/2015,2015,Burnt CX,22/09/2015,3915.282267,AZ,Arizona,Least Severe,,,
-95.52182541,31.36218948,01/02/2012,2011,Livingston 989,11/10/2011,0.67193026,TX,Texas,Least Severe,,,
-115.83583,47.68925947,30/09/2015,2015,White Rock Creek,30/09/2015,1582.563394,ID,Idaho,Least Severe,,,
-115.6759856,46.42911156,15/09/2015,2015,535,13/09/2015,231.1340701,ID,Idaho,Least Severe,,,
-115.4637958,46.93810976,23/08/2015,2015,Heather,22/08/2015,593.3463935,ID,Idaho,Least Severe,,,
-111.9021924,44.09301166,01/08/2018,2018,Red Road,01/08/2018,4441.680722,ID,Idaho,Least Severe,,,
-112.9412506,47.62191765,26/10/2015,2015,Sheep Mountain,23/10/2015,2456.57754,MT,Montana,Least Severe,,,
-80.87709685,25.89782456,06/07/2015,2015,Peacock 2,14/04/2015,30.31203063,FL,Florida,Least Severe,,,
-142.6549252,65.16855766,26/06/2012,2012,Setback Hill,21/06/2012,690.8802726,AK,Alaska,Least Severe,,,
-110.6597634,42.17875504,20/12/2017,2017,Pole Creek,05/09/2017,3507.249411,WY,Wyoming,Least Severe,,,
-114.0262667,37.21470047,29/08/2008,2006,Scare Crow 1,31/12/2006,157.8530051,UT,Utah,Least Severe,,,
-119.9013814,41.98516988,14/04/2011,2010,Coleman,05/08/2010,274.6699109,CA,California,Least Severe,,,
-83.23841469,35.08203036,05/12/2016,2016,CLIFFSIDE,01/12/2016,110.3771946,NC,North Carolina,Least Severe,,,
-114.2186076,41.71323152,12/02/2013,2011,Signboard Pass,02/10/2011,2366.255436,NV,Nevada,Least Severe,,,
-112.6072785,40.55059322,28/08/2016,2016,Davenport,27/08/2016,316.0975617,UT,Utah,Least Severe,,,
-119.2819085,39.75295107,12/02/2013,2011,Narrows,29/07/2011,3318.730764,NV,Nevada,Least Severe,,,
-113.0501473,48.14386954,29/08/2015,2015,Muskrat Pass,28/08/2015,1123.510247,MT,Montana,Least Severe,,,
-112.7620211,38.73227239,29/08/2008,2006,South Twin,31/12/2006,25.90067522,UT,Utah,Least Severe,,,
-112.5974279,38.29762529,20/03/2013,2011,Bone Hollow,02/07/2011,51.11080244,UT,Utah,Least Severe,,,
-123.1372141,40.45334824,13/10/2015,2015,Garden,10/10/2015,0.03171025,CA,California,Least Severe,,,
-115.0975785,47.0106245,01/08/2018,2018,Graves Peak,31/07/2018,21.88824974,ID,Idaho,Least Severe,,,
-110.4811069,31.59192743,06/02/2018,2017,BALD HILL,18/07/2017,84.04974439,AZ,Arizona,Least Severe,,,
-110.18199,32.94073682,25/01/2018,2017,BLACK ROCK,19/07/2017,27.85111397,AZ,Arizona,Least Severe,,,
-110.861823,40.66849954,02/10/2018,2018,Murdock,01/10/2018,4930.137078,UT,Utah,Least Severe,,,
-114.5435337,44.4658901,11/09/2015,2015,Elevenmile,10/09/2015,10448.06343,ID,Idaho,Moderate,,,
-119.8205936,39.0704782,03/08/2018,2018,Jacks Valley,19/07/2018,0.70025798,NV,Nevada,Least Severe,,,
-148.8866444,65.44556035,29/06/2016,2016,West Fork,27/06/2016,28.43495646,AK,Alaska,Least Severe,,,
-101.0536223,30.39042526,20/06/2008,2008,Windmill Road,14/06/2008,1179.669899,TX,Texas,Least Severe,,,
-119.9986004,40.3824541,07/02/2018,2017,R-4 RANCH,12/08/2017,120.250444,CA,California,Least Severe,,,
-120.1530062,40.55768816,07/02/2018,2017,R-5,27/08/2017,203.968227,CA,California,Least Severe,,,
-117.6255275,33.90754784,24/04/2015,2015,Highway,21/04/2015,1048.689267,CA,California,Least Severe,,,
-155.9262661,63.16309563,20/07/2015,2015,John Reek Creek,16/07/2015,576.3174074,AK,Alaska,Least Severe,,,
-115.5975201,41.80703217,03/08/2018,2018,Tucker,17/07/2018,359.4503521,NV,Nevada,Least Severe,,,
-93.68054611,34.85322465,24/02/2014,2014,Little Texas,24/02/2014,0.45018785,AR,Arkansas,Least Severe,,,
-116.0181023,40.53540106,09/08/2018,2018,Cherry,03/08/2018,5.06692088,NV,Nevada,Least Severe,,,
-120.0921577,40.77497506,07/02/2018,2017,R-5,31/08/2017,166.8586323,CA,California,Least Severe,,,
-119.8362364,38.39694179,11/01/2011,2008,COTTON,15/07/2008,28.50433789,CA,California,Least Severe,,,
-109.151943,39.09087358,20/03/2013,2011,Harley Dome,29/06/2011,458.9205063,UT,Utah,Least Severe,,,
-121.1813124,47.03927335,07/08/2007,2007,Crow Creek,05/08/2007,116.6297017,WA,Washington,Least Severe,,,
-117.2139377,41.30743503,10/11/2011,2011,Big Antelope,05/10/2011,11615.25216,NV,Nevada,Moderate,,,
-104.2596383,32.1855508,18/11/2011,2011,Carmex,26/03/2011,175.5168421,NM,New Mexico,Least Severe,,,
-89.7073986,30.23937327,20/12/2011,2011,Geronimeaux,19/12/2011,22.85678397,LA,Louisiana,Least Severe,,,
-99.94582831,31.68942881,30/06/2011,2011,CR 239,16/02/2011,132.5992681,TX,Texas,Least Severe,,,
-93.85642978,34.69374039,22/08/2011,2011,E10,03/08/2011,2.9765019,AR,Arkansas,Least Severe,,,
-119.5034586,35.87502736,06/02/2018,2017,ALPAUGH,16/06/2017,20.33023838,CA,California,Least Severe,,,
-115.788321,44.42983736,22/09/2014,2014,Bull,22/09/2014,85.10282081,ID,Idaho,Least Severe,,,
-106.0372134,42.6917968,08/12/2011,2011,Deer Creek 1,12/08/2011,59.93456262,WY,Wyoming,Least Severe,,,
-104.6202593,43.17327497,08/12/2011,2011,Niobrara 2,31/08/2011,16.79926665,WY,Wyoming,Least Severe,,,
-108.7208193,40.45614708,27/07/2016,2016,BENCH,24/07/2016,568.292087,CO,Colorado,Least Severe,,,
-150.5101889,66.60382782,16/07/2007,2007,Fish Creek,12/07/2007,611.9589122,AK,Alaska,Least Severe,,,
-106.3375056,44.98126121,08/12/2011,2011,Sand Draw,28/08/2011,788.749736,WY,Wyoming,Least Severe,,,
-106.2969345,42.5883615,08/12/2011,2011,Sheep Creek 1,03/09/2011,16.89459745,WY,Wyoming,Least Severe,,,
-113.9581363,37.78687646,03/07/2007,2007,Modena,02/07/2007,10.51797244,UT,Utah,Least Severe,,,
-107.2956305,43.33886825,08/12/2011,2011,Badwater,19/08/2011,290.9143191,WY,Wyoming,Least Severe,,,
-83.15286078,29.39070139,23/06/2011,2011,Huffer,21/06/2011,10.50722924,FL,Florida,Least Severe,,,
-114.1516811,37.50214479,12/02/2013,2011,Oak Springs,12/10/2011,17.06634213,NV,Nevada,Least Severe,,,
-95.33843071,30.05254126,23/09/2011,2011,Livingston 115,06/07/2011,9.08178945,TX,Texas,Least Severe,,,
-113.6262622,43.17848473,19/08/2016,2016,Laidlaw,18/08/2016,39771.81899,ID,Idaho,Severe,,,
-120.6966601,36.57791331,07/02/2018,2017,PANOCHE,28/05/2017,17.98286136,CA,California,Least Severe,,,
-112.1602647,39.22172367,05/07/2015,2015,Scipio Summit,04/07/2015,201.6638915,UT,Utah,Least Severe,,,
-114.7477715,37.36383779,12/02/2013,2011,Jumbo,12/10/2011,1729.592313,NV,Nevada,Least Severe,,,
-109.4021595,31.54456711,27/07/2018,2018,BRUNO,26/07/2018,2927.415607,AZ,Arizona,Least Severe,,,
-113.3977982,47.96843503,11/12/2015,2015,Trail Creek,10/12/2015,21481.84445,MT,Montana,Severe,,,
-109.0548906,38.50611592,17/08/2011,2011,Sallys Hollow,16/08/2011,234.7036123,UT,Utah,Least Severe,,,
-120.5623941,40.81369992,07/02/2018,2017,PEG,27/08/2017,148.6008248,CA,California,Least Severe,,,
-113.8521262,40.01382062,06/08/2018,2018,Cabin Gulch,05/08/2018,28.84101885,UT,Utah,Least Severe,,,
-82.21980697,35.65174578,08/08/2015,2015,Wolf Creek,07/08/2015,268.5874527,NC,North Carolina,Least Severe,,,
-111.9495502,34.08138246,21/07/2016,2016,Benchmark,20/07/2016,1382.568819,AZ,Arizona,Least Severe,,,
-108.7531817,40.12129485,29/06/2015,2015,Chase Draw,28/06/2015,5.19246946,CO,Colorado,Least Severe,,,
-80.74077431,25.54496673,20/10/2015,2015,Sawgrass WF,14/08/2015,4.73818988,FL,Florida,Least Severe,,,
-118.229836,36.64955073,16/07/2018,2018,GEORGES,13/07/2018,2942.354875,CA,California,Least Severe,,,
-115.8432817,43.79295083,05/08/2015,2015,Grayback,04/08/2015,21.41957192,ID,Idaho,Least Severe,,,
-111.4380636,43.76707707,07/10/2011,2011,Green Canyon,25/08/2011,15.130199,ID,Idaho,Least Severe,,,
-106.8306507,43.0335944,08/12/2011,2011,Natrona,12/08/2011,51.11290878,WY,Wyoming,Least Severe,,,
-107.515702,43.73870123,11/01/2012,2011,Chalk Butte,07/08/2011,10.95435666,WY,Wyoming,Least Severe,,,
-103.3909933,47.61314118,07/12/2011,2011,Coal Vein,06/12/2011,0.02082527,ND,North Dakota,Least Severe,,,
-105.1478588,42.26749596,08/12/2011,2011,Platte 1,31/08/2011,62.00896202,WY,Wyoming,Least Severe,,,
-107.9519956,47.24644598,01/02/2018,2017,Bridge,16/07/2017,4.54392429,MT,Montana,Least Severe,,,
-119.4206156,39.82636889,02/08/2015,2015,Nixon,03/05/2015,144.3710495,NV,Nevada,Least Severe,,,
-106.7917964,42.94369505,02/09/2015,2015,Natrona,30/08/2015,161.3451411,WY,Wyoming,Least Severe,,,
-116.2950994,41.13158443,03/08/2018,2018,Trail,27/07/2018,54.74727724,NV,Nevada,Least Severe,,,
-106.7204331,45.78167787,01/02/2018,2017,Alpha - Rosebud,31/08/2017,324.4834832,MT,Montana,Least Severe,,,
-153.1635657,64.5716039,18/08/2016,2016,Big Mud,16/08/2016,44539.90466,AK,Alaska,Severe,,,
-122.133847,40.39103283,07/02/2018,2017,SPRING,04/06/2017,79.23770323,CA,California,Least Severe,,,
-105.6035372,38.48581105,26/01/2018,2017,Table,13/07/2017,9.55107798,CO,Colorado,Least Severe,,,
-116.045864,42.32277871,21/08/2014,2014,Old Blue,12/08/2014,273.7935057,ID,Idaho,Least Severe,,,
-111.4611084,39.93645399,05/10/2018,2018,Pole Creek,03/10/2018,102307.3029,UT,Utah,Extremely Severe,,,
-111.4063012,34.57849175,07/01/2013,2008,Poor Farm,27/06/2008,150.8298542,AZ,Arizona,Least Severe,,,
-120.6612982,36.61804808,07/02/2018,2017,TUMEY,29/04/2017,160.1640471,CA,California,Least Severe,,,
-107.9363668,33.22953803,07/01/2013,2008,Bailey Fire,28/06/2008,329.6175931,NM,New Mexico,Least Severe,,,
-107.8792088,33.37420459,07/01/2013,2008,Road WFU,27/06/2008,757.5634913,NM,New Mexico,Least Severe,,,
-105.176319,44.090302,26/10/2018,2018,BISHOP,20/09/2018,52.10544985,WY,Wyoming,Least Severe,,,
-116.6261402,33.93001035,07/02/2018,2017,WINDMILLS,27/06/2017,12.69855255,CA,California,Least Severe,,,
-95.48903305,30.52901448,23/09/2011,2011,Livingston 27,07/02/2011,8.3579024,TX,Texas,Least Severe,,,
-113.623989,37.51897336,12/04/2010,2006,Mtn. Meadow,21/08/2006,47.08111693,UT,Utah,Least Severe,,,
-106.3179965,45.71102452,01/02/2018,2017,Buckskin - Rosebud,02/08/2017,22.43649887,MT,Montana,Least Severe,,,
-104.3654095,45.60473806,02/02/2018,2017,Coon,04/08/2017,155.5122398,MT,Montana,Least Severe,,,
-110.4899242,43.05982565,05/10/2018,2018,Roosevelt,03/10/2018,61567.56525,WY,Wyoming,Very Severe,,,
-120.6226902,37.78799464,11/01/2011,2008,WILMS,06/07/2008,56.54007468,CA,California,Least Severe,,,
-124.5849801,48.33961088,21/07/2015,2015,Neah Bay 200 Line,20/07/2015,41.99525625,WA,Washington,Least Severe,,,
-118.395256,35.01566579,07/09/2011,2011,Canyon,07/09/2011,14923.77113,CA,California,Moderate,,,
-123.013385,40.88579199,15/08/2006,2006,Bar Complex,14/08/2006,213.5993117,CA,California,Least Severe,,,
-96.93989144,48.98593912,17/05/2018,2018,CLOW,16/05/2018,1342.950257,MN,Minnesota,Least Severe,,,
-115.7442482,43.1076703,09/09/2011,2011,Hog,01/09/2011,1173.187338,ID,Idaho,Least Severe,,,
-106.2627751,43.35919768,26/10/2018,2018,259 #2,15/09/2018,0.03872176,WY,Wyoming,Least Severe,,,
-113.6107067,45.95981494,03/10/2011,2011,Copper Mountain,29/09/2011,1192.480903,MT,Montana,Least Severe,,,
-106.5731411,41.0394698,08/10/2018,2018,RYAN,07/10/2018,28595.70389,CO,Colorado,Severe,,,
-121.3365181,41.47982905,11/07/2006,2006,Happy,03/07/2006,460.639158,CA,California,Least Severe,,,
-122.6823127,42.08947118,27/07/2018,2018,Bull Gap,26/07/2018,3.37270335,OR,Oregon,Least Severe,,,
-119.8244843,48.99518117,25/10/2018,2018,SNOWY MOUNTAIN,25/08/2018,352.4285312,WA,Washington,Least Severe,,,
-94.6987534,33.78848847,25/10/2018,2018,Hunter Pool,20/07/2018,232.4694331,OK,Oklahoma,Least Severe,,,
-113.1451416,42.99762123,07/10/2011,2011,Crystal,29/09/2011,117.8342301,ID,Idaho,Least Severe,,,
-106.6256415,40.22808853,08/10/2018,2018,SILVER CREEK,07/10/2018,20126.86894,CO,Colorado,Severe,,,
-108.1180948,34.86473267,09/07/2013,2013,West,03/07/2013,44.27589834,NM,New Mexico,Least Severe,,,
-122.7666922,42.14792295,27/07/2018,2018,Watershed,26/07/2018,12.05001531,OR,Oregon,Least Severe,,,
-106.5573314,45.25184219,07/02/2018,2017,Battle,14/06/2017,0.61210818,MT,Montana,Least Severe,,,
-111.1232477,31.35598697,19/10/2011,2011,Pena,15/03/2011,5558.147981,AZ,Arizona,Less Severe,,,
-106.662413,43.04228045,08/12/2011,2011,Bucknum 3,19/08/2011,394.1937305,WY,Wyoming,Least Severe,,,
-104.1237609,45.58901164,01/02/2018,2017,Benny Spring,17/07/2017,0.49866504,MT,Montana,Least Severe,,,
-105.8963072,47.05227349,07/02/2018,2017,Big Sheep,29/06/2017,65.54644367,MT,Montana,Least Severe,,,
-105.3777036,46.28658624,05/02/2018,2017,Bin - Custer,20/06/2017,23.29875118,MT,Montana,Least Severe,,,
-117.852351,34.23518068,10/09/2018,2018,FORK,10/09/2018,138.5175262,CA,California,Least Severe,,,
-104.7516551,42.99543534,08/12/2011,2011,Cottonwood Draw,29/08/2011,631.8539102,WY,Wyoming,Least Severe,,,
-120.2613682,37.72403472,05/09/2006,2005,Peno Blanco,07/08/2005,49.64890881,CA,California,Least Severe,,,
-117.018744,42.47903161,03/08/2018,2018,Pole Creek,31/07/2018,824.0672754,OR,Oregon,Least Severe,,,
-106.8022824,42.47297333,08/12/2011,2011,Fremont,04/07/2011,10.22260985,WY,Wyoming,Least Severe,,,
-108.9400055,39.17753056,16/01/2013,2011,RUBY CANYON,21/03/2011,9.46638942,CO,Colorado,Least Severe,,,
-119.8059982,38.38260573,10/09/2018,2018,DONNELL,10/09/2018,36519.1432,CA,California,Severe,,,
-117.2981381,40.90530286,03/08/2018,2018,Silver King,01/07/2018,9.04035455,NV,Nevada,Least Severe,,,
-106.6256399,36.24864756,07/01/2013,2008,Alta,08/08/2008,834.9493541,NM,New Mexico,Least Severe,,,
-108.9678358,31.96672639,12/09/2018,2018,Antelope,27/07/2018,17.0262764,NM,New Mexico,Least Severe,,,
-120.1402691,37.81573259,05/08/2015,2015,Big Creek,04/08/2015,204.3926746,CA,California,Least Severe,,,
-114.9381483,45.1480784,05/08/2008,2008,Cabin Creek,04/08/2008,4495.231384,ID,Idaho,Least Severe,,,
-113.3969662,37.19491105,20/03/2013,2011,Harrisburg,15/07/2011,215.9542134,UT,Utah,Least Severe,,,
-120.1207053,44.77676327,01/02/2012,2011,Incident 656,31/08/2011,273.5396983,OR,Oregon,Least Severe,,,
-117.6323106,42.58025739,08/08/2011,2011,Jackies Butte,31/07/2011,875.4168211,OR,Oregon,Least Severe,,,
-123.1719919,40.0767466,01/08/2008,2008,Wash,01/08/2008,1.34544653,CA,California,Least Severe,,,
-113.4323562,37.23941045,11/07/2005,2005,Harrisburg Creek,29/06/2005,429.3299931,UT,Utah,Least Severe,,,
-120.1860208,47.79887464,04/08/2018,2018,NAVARRE,03/08/2018,150.9311939,WA,Washington,Least Severe,,,
-121.0041546,47.73315631,04/08/2018,2018,WHITEPINE,03/08/2018,9.73364574,WA,Washington,Least Severe,,,
-113.6336516,41.92271667,04/08/2018,2018,Raft River,03/08/2018,1346.183732,UT,Utah,Least Severe,,,
-105.0619665,46.29434941,02/02/2018,2017,Cow Pond,02/07/2017,25.74149684,MT,Montana,Least Severe,,,
-106.8365589,45.70647977,01/02/2018,2017,South Cottonwood - Rosebud,04/09/2017,3.80366264,MT,Montana,Least Severe,,,
-117.4595343,35.92588607,03/08/2005,2005,China Lake,29/07/2005,10357.59538,CA,California,Moderate,,,
-106.1249895,45.63933716,02/02/2018,2017,Daily Double,25/07/2017,5.29868202,MT,Montana,Least Severe,,,
-119.5207226,39.57325656,08/08/2018,2018,Apple,07/08/2018,343.8359752,NV,Nevada,Least Severe,,,
-119.3107116,38.25272266,29/09/2011,2011,Buckeye,27/09/2011,1045.573716,NV,Nevada,Least Severe,,,
-120.1836106,34.5749636,24/11/2010,2006,HIGHWAY,09/09/2006,151.8598752,CA,California,Least Severe,,,
-117.222895,38.74666841,08/08/2018,2018,Broad,07/08/2018,524.9469228,NV,Nevada,Least Severe,,,
-115.1077238,40.03763878,08/08/2018,2018,Butte,07/08/2018,224.1646923,NV,Nevada,Least Severe,,,
-114.8015991,45.98259389,08/10/2014,2014,Elevator Mountain,07/10/2014,4227.64346,ID,Idaho,Least Severe,,,
-120.2953724,47.62669621,28/08/2014,2014,Chiwaukum Complex,20/08/2014,49964.21291,WA,Washington,Severe,,,
-120.7914583,47.68778843,29/08/2014,2014,Chiwaukum Creek,28/08/2014,13891.88437,WA,Washington,Moderate,,,
-95.50958844,31.40466066,23/09/2011,2011,Livingston 421,11/08/2011,0.81906075,TX,Texas,Least Severe,,,
-118.4431341,43.79164264,11/02/2014,2007,West Drewsey,06/07/2007,267.3658942,OR,Oregon,Least Severe,,,
-106.3369458,46.1413375,01/02/2018,2017,East - Rosebud,05/07/2017,16.90765243,MT,Montana,Least Severe,,,
-105.7859813,45.68906661,05/02/2018,2017,Kiwah,01/08/2017,83.17884057,MT,Montana,Least Severe,,,
-123.2996814,40.25868238,30/09/2011,2011,Ruth,30/09/2011,1457.052983,CA,California,Least Severe,,,
-94.27218073,30.99235195,30/12/2011,2011,Davis Cemetery,17/08/2011,501.369708,TX,Texas,Least Severe,,,
-80.86093263,25.22647355,30/07/2018,2018,LARD CAN,28/07/2018,627.5368062,FL,Florida,Least Severe,,,
-119.7598981,38.78521824,09/08/2018,2018,Dutch,04/08/2018,203.5133489,CA,California,Least Severe,,,
-114.6334751,42.01675429,22/08/2018,2018,Twin Springs,24/07/2018,13.58284028,ID,Idaho,Least Severe,,,
-107.8439239,46.9829984,05/02/2018,2017,Fort,27/07/2017,0.06415877,MT,Montana,Least Severe,,,
-122.2287233,43.02642076,30/09/2011,2011,Oasis,29/09/2011,240.7177509,OR,Oregon,Least Severe,,,
-95.37851195,31.28510724,23/09/2011,2011,Livingston 42,11/08/2011,13.32109093,TX,Texas,Least Severe,,,
-95.24539377,31.41875573,23/09/2011,2011,Livingston 526,11/08/2011,1.14498115,TX,Texas,Least Severe,,,
-98.09972656,34.01421264,23/09/2011,2011,Shaffner,19/06/2011,348.0250235,TX,Texas,Least Severe,,,
-101.4203381,34.79516826,23/09/2011,2011,South Rim,25/08/2011,107.0528238,TX,Texas,Least Severe,,,
-118.1708944,44.08774474,03/08/2005,2005,Irish Springs,01/08/2005,74.64533641,OR,Oregon,Least Severe,,,
-117.7844894,43.93600023,15/07/2007,2007,Jim Lee,12/07/2007,30.86566582,OR,Oregon,Least Severe,,,
-106.5724645,45.82727646,01/02/2018,2017,HWY39 MM18 - Rosebud,03/07/2017,0.05474378,MT,Montana,Least Severe,,,
-106.4616308,46.26717214,06/02/2018,2017,I94 MM105 - Rosebud,04/07/2017,0.20187062,MT,Montana,Least Severe,,,
-105.542092,46.89127343,05/02/2018,2017,Jackson,12/08/2017,14.24207385,MT,Montana,Least Severe,,,
-156.9864659,66.71943835,13/06/2012,2012,Kuikcherk 1,10/06/2012,435.3192948,AK,Alaska,Least Severe,,,
-154.1226222,69.45317179,25/06/2012,2012,Alice Creek,22/06/2012,4.985214,AK,Alaska,Least Severe,,,
-105.9679297,45.6442529,05/02/2018,2017,Little Pumpkin,01/08/2017,26.96163684,MT,Montana,Least Severe,,,
-94.8012784,31.0029418,23/09/2011,2011,Livingston 32,25/07/2011,20.60641025,TX,Texas,Least Severe,,,
-81.24383933,26.23754226,19/10/2011,2011,Windmill,17/04/2011,38.57324342,FL,Florida,Least Severe,,,
-104.9676791,46.67839753,05/02/2018,2017,Mildred,22/05/2017,0.00539359,MT,Montana,Least Severe,,,
-108.8256595,33.99302338,10/07/2015,2015,Hard Castle,09/07/2015,20.14814968,NM,New Mexico,Least Severe,,,
-94.56489353,33.18575429,01/02/2012,2011,Linden 640,28/09/2011,4.7744843,TX,Texas,Least Severe,,,
-95.16916714,32.40437592,30/12/2011,2011,Henderson 380,17/08/2011,1.95634902,TX,Texas,Least Severe,,,
-94.12619914,32.33068961,30/12/2011,2011,Henderson 383,17/08/2011,0.22175159,TX,Texas,Least Severe,,,
-95.24564331,31.7522316,30/12/2011,2011,Henderson 393,20/08/2011,54.81899626,TX,Texas,Least Severe,,,
-111.0381078,34.55250664,07/01/2013,2007,Wilkins,12/09/2007,7768.203465,AZ,Arizona,Less Severe,,,
-121.1591161,48.3154647,17/10/2018,2018,Downey,09/10/2018,106.7056461,WA,Washington,Least Severe,,,
-121.1834388,48.37822005,17/10/2018,2018,Buckindy,09/10/2018,156.8776516,WA,Washington,Least Severe,,,
-104.2993685,30.06812375,24/06/2011,2011,Dipper Ranch,23/03/2011,2165.861354,TX,Texas,Least Severe,,,
-95.2167706,30.01852408,01/02/2012,2011,Livingston 972,03/10/2011,2.90463233,TX,Texas,Least Severe,,,
-94.22869201,33.46841115,01/02/2012,2011,Linden,24/09/2011,2.6368039,TX,Texas,Least Severe,,,
-95.74384099,32.46901341,07/02/2012,2011,Dawn View Ranch,04/09/2011,258.0889005,TX,Texas,Least Severe,,,
-94.19331456,32.62845047,07/02/2012,2011,Linden 581,13/09/2011,1.77934416,TX,Texas,Least Severe,,,
-94.96849514,32.43407656,07/02/2012,2011,Henderson 464,27/08/2011,31.80640419,TX,Texas,Least Severe,,,
-94.050876,32.03947926,07/02/2012,2011,Henderson 452,26/08/2011,1.13247882,TX,Texas,Least Severe,,,
-106.2696826,45.41766649,05/02/2018,2017,O'Dell Creek,29/07/2017,3.45903221,MT,Montana,Least Severe,,,
-106.4676176,46.27094595,01/02/2018,2017,Old HWY 10 - Rosebud,04/07/2017,5.30713854,MT,Montana,Least Severe,,,
-106.2312483,45.34421956,05/02/2018,2017,Paget,05/06/2017,0.05635976,MT,Montana,Least Severe,,,
-94.9632815,31.0729842,20/09/2011,2011,FS Bearing,17/06/2011,18456.22945,TX,Texas,Moderate,,,
-109.2903568,33.7987054,28/06/2011,2011,Wallow,27/06/2011,538151.3673,AZ,Arizona,Extremely Severe,,,
-116.1934915,32.63811443,03/11/2010,2005,RAILROAD,11/06/2005,40.28291463,CA,California,Least Severe,,,
-106.598848,46.10504467,06/02/2018,2017,Sawmill - Rosebud,02/06/2017,8.17174734,MT,Montana,Least Severe,,,
-107.891744,33.3790021,03/07/2015,2015,Inman,01/07/2015,14.1945851,NM,New Mexico,Least Severe,,,
-94.51735968,33.22155932,07/02/2012,2011,Linden 575,11/09/2011,325.2702573,TX,Texas,Least Severe,,,
-94.88272843,32.25823931,07/02/2012,2011,Henderson 437,25/08/2011,10.73150408,TX,Texas,Least Severe,,,
-95.01054289,32.92768126,07/02/2012,2011,Linden 565,08/09/2011,183.5296729,TX,Texas,Least Severe,,,
-82.38192148,30.21873258,03/07/2015,2015,Langdon,02/07/2015,87.16391197,FL,Florida,Least Severe,,,
-117.8576467,40.9061533,12/02/2013,2011,Hershel,18/07/2011,0.07518426,NV,Nevada,Least Severe,,,
-107.7390582,43.69097614,11/01/2012,2011,Mud Creek,24/08/2011,63.39843903,WY,Wyoming,Least Severe,,,
-94.691264,33.53260702,07/02/2012,2011,Linden 508,30/08/2011,3.09574547,TX,Texas,Least Severe,,,
-115.4181064,42.05130943,30/09/2013,2011,Hot Springs,04/08/2011,4.23755663,ID,Idaho,Least Severe,,,
-115.2872857,43.05936961,13/09/2018,2018,ALKIE,18/08/2018,2011.658228,ID,Idaho,Least Severe,,,
-121.3706465,41.79180831,03/08/2011,2011,Scorpion,18/07/2011,1417.53489,CA,California,Least Severe,,,
-120.2129746,44.69887957,10/08/2011,2011,324,09/08/2011,4725.364108,OR,Oregon,Least Severe,,,
-112.0824615,43.77003594,12/09/2018,2018,Artesian,21/08/2018,1949.933683,ID,Idaho,Least Severe,,,
-112.1878455,40.23483736,24/08/2015,2015,5 Mile,01/07/2015,10.73354961,UT,Utah,Least Severe,,,
-97.43186712,29.80804218,07/02/2012,2011,Delhi,04/09/2011,4881.499418,TX,Texas,Least Severe,,,
-119.8965087,39.49986368,06/11/2015,2015,White Fir,21/06/2015,106.778622,NV,Nevada,Least Severe,,,
-80.53473306,25.62398139,20/03/2015,2015,FFS 152 212,26/02/2015,2.9629134,FL,Florida,Least Severe,,,
-92.86094423,36.59816464,20/03/2015,2015,Roslin,18/03/2015,438.1878671,MO,Missouri,Least Severe,,,
